Fecha Cierre,Client_ID,Resident_Capital,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2018-03-31,1090200315435,0,54,0,0,23000.0,5,13,43,0,1,1,0,1,3,0,1,188,1,1,0,1,0,0
2018-03-31,1090200318728,0,44,1,0,5000.0,2,63,113,0,1,0,0,2,0,0,0,2975,0,0,2,2,1,2
2018-04-30,1090100052141,1,66,0,0,38000.0,1,1,27,1,0,0,0,1,1,0,0,215,0,0,0,0,0,0
2018-04-30,1090100067067,1,48,1,0,3000.0,6,6,22,1,0,0,0,1,1,0,0,10,0,0,0,0,0,0
2018-04-30,1090100111538,1,81,0,0,3200.0,1,1,22,1,0,0,0,1,2,0,0,54,0,0,0,0,0,0
2018-04-30,1090100112780,1,72,0,0,29800.0,0,72,30,1,0,0,0,1,0,0,0,217,0,0,0,0,0,0
2018-04-30,1090100125695,1,63,0,1,5000.0,0,0,79,1,0,0,0,1,2,0,0,75,0,0,0,0,0,0
2018-04-30,1090100139637,1,57,1,0,3500.0,0,0,79,1,0,0,0,1,2,0,0,93,0,0,0,0,0,0
2018-04-30,1090100214183,1,61,1,0,40000.0,0,36,22,1,0,0,0,1,1,0,0,276,0,0,0,0,0,0
2018-04-30,1090100250465,1,61,0,0,20000.0,6,6,22,1,0,0,0,1,2,0,0,38,0,0,0,0,0,0
2018-04-30,1090100256986,1,44,1,0,15000.0,6,6,8,1,0,0,0,1,2,0,0,216,0,0,0,0,1,2
2018-04-30,1090100268941,1,52,1,0,15000.0,6,7,38,1,0,0,0,2,1,0,0,288,0,0,0,0,0,0
2018-04-30,1090100284238,1,59,0,0,20100.0,2,2,48,1,0,0,0,1,1,0,0,228,0,0,0,0,0,0
2018-04-30,1090100318124,1,59,1,0,36000.0,0,0,27,1,0,0,0,1,0,0,0,191,0,0,0,0,0,0
2018-04-30,1090100322440,0,65,0,1,200000.0,19,94,27,1,0,0,0,2,1,0,0,33,0,0,0,0,1,5
2018-04-30,1090100351300,1,57,1,0,8000.0,1,3,8,1,0,0,0,2,3,0,0,251,0,0,0,0,1,2
2018-04-30,1090100366048,1,44,0,0,10100.0,0,68,94,1,0,0,0,1,1,0,0,60,0,0,0,0,0,0
2018-04-30,1090100372617,1,47,1,0,5300.0,7,7,36,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2018-04-30,1090100406350,1,55,0,0,15000.0,5,25,246,1,0,0,0,1,4,0,0,161,0,0,0,0,0,0
2018-04-30,1090100425966,1,47,1,0,15100.0,0,0,27,1,0,0,0,1,2,0,0,243,0,0,0,0,0,0
2018-04-30,1090100519120,1,58,0,0,5000.0,0,0,48,1,0,0,0,1,3,0,0,119,0,0,0,0,0,0
2018-04-30,1090100570583,1,44,1,1,60000.0,0,35,22,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2018-04-30,1090100605042,1,44,1,0,10000.0,5,5,22,1,0,0,0,1,2,0,0,183,0,0,0,0,1,5
2018-04-30,1090100656836,1,56,1,1,150000.0,0,0,48,1,0,0,0,1,2,0,0,2066,0,0,0,0,0,0
2018-04-30,1090100672581,1,43,1,0,5850.0,3,3,79,1,0,0,0,1,1,0,0,56,0,0,0,0,0,0
2018-04-30,1090100680591,1,51,1,0,4000.0,6,6,22,1,0,0,0,1,4,0,0,101,0,0,0,0,0,0
2018-04-30,1090100688827,1,63,1,1,12000.0,2,4,27,1,0,0,0,2,1,0,0,141,0,0,0,0,0,0
2018-04-30,1090100693839,1,52,0,0,26000.0,1,1,38,1,0,0,0,1,1,0,0,716,0,0,0,0,0,0
2018-04-30,1090100747416,1,51,1,0,17000.0,6,6,22,1,0,0,0,1,1,0,0,186,0,0,0,0,1,7
2018-04-30,1090100952397,1,53,1,1,40000.0,6,55,27,1,0,0,0,1,1,0,0,535,0,0,0,0,1,5
2018-04-30,1090100979945,1,56,1,1,18000.0,3,3,22,1,0,0,0,1,1,0,0,73,0,0,0,0,0,0
2018-04-30,1090100986674,1,53,1,0,40000.0,6,59,22,1,0,0,0,1,3,0,0,0,0,0,0,0,1,5
2018-04-30,1090101006193,1,39,1,1,26000.0,6,6,48,1,0,0,0,1,0,0,0,397,0,0,0,0,1,4
2018-04-30,1090101130285,1,68,1,1,2000.0,0,18,22,1,0,0,0,1,1,0,0,64,0,0,0,0,0,0
2018-04-30,1090101144324,1,29,1,0,19000.0,5,5,15,1,0,0,0,1,2,0,0,325,0,0,0,0,0,0
2018-04-30,1090101209680,1,53,1,0,13000.0,0,0,8,1,0,0,0,1,1,0,0,367,0,0,0,0,0,0
2018-04-30,1090101345001,1,35,1,0,12000.0,3,3,70,1,0,0,0,1,3,0,0,356,0,0,0,0,0,0
2018-04-30,1090101351958,1,32,0,0,25000.0,0,26,30,1,0,0,0,1,2,0,0,248,0,0,0,0,0,0
2018-04-30,1090101356984,1,41,1,0,7500.0,5,17,22,1,0,0,0,1,2,0,0,239,0,0,0,0,0,0
2018-04-30,1090101380435,1,63,1,0,1000.0,0,17,48,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2018-04-30,1090101414097,1,33,1,1,15000.0,6,6,30,1,0,0,0,1,1,0,0,113,0,0,0,0,0,0
2018-04-30,1090101414313,1,43,0,0,1600.0,3,3,22,1,0,0,0,1,3,0,0,66,0,0,0,0,0,0
2018-04-30,1090101418301,1,34,1,0,7000.0,0,41,48,1,0,0,0,1,2,0,0,43,0,0,0,0,0,0
2018-04-30,1090101426371,0,45,1,0,5000.0,0,0,7,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2018-04-30,1090101537890,1,40,0,0,32000.0,6,6,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-30,1090200000418,0,63,0,1,10000.0,0,88,6,1,0,0,0,1,3,0,0,40,0,0,0,0,0,0
2018-04-30,1090200048721,0,59,1,1,13000.0,3,6,67,1,0,0,0,2,0,0,0,373,0,0,0,0,0,0
2018-04-30,1090200060577,0,55,1,0,20000.0,6,78,119,1,0,0,0,1,2,0,0,49,0,0,0,0,0,0
2018-04-30,1090200069604,0,45,0,0,19000.0,6,21,9,1,0,0,0,1,1,0,0,417,0,0,0,0,0,0
2018-04-30,1090200080951,0,47,0,0,30000.0,0,97,67,1,0,0,0,1,1,0,0,48,0,0,0,0,0,0
2018-04-30,1090200086207,0,56,0,1,15000.0,1,1,119,1,0,0,0,1,1,0,0,93,0,0,0,0,0,0
2018-04-30,1090200176150,0,77,0,1,1000.0,11,72,13,1,0,0,0,1,2,0,0,4,0,0,0,0,1,9
2018-04-30,1090200177709,0,52,0,0,60000.0,6,85,21,1,0,0,0,1,0,0,0,111,0,0,0,0,0,0
2018-04-30,1090200182508,0,51,0,0,35000.0,6,6,6,1,0,0,0,1,1,0,0,130,0,0,0,0,0,0
2018-04-30,1090200198196,0,34,1,0,15500.0,6,6,1,1,0,0,0,1,4,0,0,200,0,0,0,0,1,2
2018-04-30,1090200215287,0,66,1,1,7500.0,18,60,58,1,0,0,0,1,1,0,0,321,0,0,0,0,0,0
2018-04-30,1090200234826,0,59,0,0,10000.0,0,77,13,1,0,0,0,1,1,0,0,33,0,0,0,0,0,0
2018-04-30,1090200242578,0,67,1,1,15000.0,9,9,74,1,0,0,0,1,3,0,0,110,0,0,0,0,0,0
2018-04-30,1090200266833,0,49,0,0,5500.0,2,85,122,1,0,0,0,2,0,0,0,624,0,0,0,0,0,0
2018-04-30,1090200312088,0,65,0,1,20000.0,0,58,45,1,0,0,0,1,2,0,0,53,0,0,0,0,0,0
2018-04-30,1090200319546,0,66,0,0,5000.0,1,76,122,1,0,0,0,2,1,0,0,231,0,0,0,0,0,0
2018-04-30,1090200320757,0,45,1,0,35000.0,1,65,21,1,0,0,0,2,2,0,0,764,0,0,0,0,0,0
2018-04-30,1090200321435,0,61,0,0,6000.0,6,6,21,1,0,0,0,1,1,0,0,121,0,0,0,0,0,0
2018-04-30,1090200321834,0,47,0,0,30800.0,9,71,74,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2018-04-30,1090200322784,0,42,0,1,90000.0,31,31,122,1,0,0,0,1,0,0,0,583,0,0,0,0,1,3
2018-04-30,1090200325066,0,40,0,0,186500.0,5,5,74,1,0,0,0,1,3,0,0,1236,0,0,0,0,0,0
2018-04-30,1090200327042,0,31,0,1,5000.0,8,8,16,1,0,0,0,1,2,0,0,21,0,0,0,0,1,5
2018-04-30,1090200328324,0,40,1,1,10000.0,4,34,15,1,0,0,0,1,1,0,0,122,0,0,0,0,1,5
2018-04-30,1090200329550,0,51,1,0,6000.0,5,5,1,1,0,0,0,1,2,0,0,55,0,0,0,0,1,3
2018-04-30,1090200329614,0,46,1,0,35000.0,15,40,13,1,0,0,0,1,3,0,0,152,0,0,0,0,1,9
2018-04-30,1090200330795,0,48,0,0,11000.0,3,78,122,1,0,0,0,1,1,0,0,209,0,0,0,0,1,3
2018-04-30,1090200332518,0,47,0,1,35000.0,9,65,122,1,0,0,0,1,2,0,0,25,0,0,0,0,0,0
2018-04-30,1090200340561,0,49,1,0,170000.0,6,92,138,1,0,0,0,1,3,0,0,1186,0,0,0,0,0,0
2018-04-30,1090200342530,0,65,1,0,8000.0,16,54,58,1,0,0,0,1,2,0,0,17,0,0,0,0,0,0
2018-04-30,1090200343366,0,57,0,0,8000.0,0,6,45,1,0,0,0,1,1,0,0,98,0,0,0,0,0,0
2018-04-30,1090200343811,0,35,0,0,10000.0,2,22,74,1,0,0,0,1,2,0,0,198,0,0,0,0,0,0
2018-04-30,1090200345628,0,53,1,1,90000.0,20,20,122,1,0,0,0,1,0,0,0,485,0,0,0,0,1,3
2018-04-30,1090200349879,0,43,1,0,35000.0,10,10,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2018-04-30,1090200351024,0,66,0,0,10000.0,6,23,1,1,0,0,0,1,2,0,0,60,0,0,0,0,1,2
2018-04-30,1090200352314,0,54,0,1,5000.0,2,2,122,1,0,0,0,1,1,0,0,43,0,0,0,0,0,0
2018-04-30,1090200358789,0,54,1,0,6000.0,7,23,24,1,0,0,0,3,2,0,0,673,0,0,0,0,0,0
2018-04-30,1090200359092,0,53,1,0,5000.0,8,34,21,1,0,0,0,1,3,0,0,32,0,0,0,0,0,0
2018-04-30,1090200360015,0,56,0,0,7000.0,2,37,16,1,0,0,0,2,3,0,0,134,0,0,0,0,0,0
2018-04-30,1090200360244,0,73,0,0,15000.0,1,12,58,1,0,0,0,2,2,0,0,456,0,0,0,0,0,0
2018-04-30,1090200360651,0,55,0,0,35000.0,9,84,1,1,0,0,0,1,2,0,0,74,0,0,0,0,1,8
2018-04-30,1090200361291,0,60,0,0,28000.0,14,32,1,1,0,0,0,1,2,0,0,336,0,0,0,0,1,8
2018-04-30,1090200362425,0,42,0,0,10000.0,3,14,13,1,0,0,0,1,3,0,0,53,0,0,0,0,0,0
2018-04-30,1090200362662,0,34,0,0,30000.0,1,7,74,1,0,0,0,2,1,0,0,421,0,0,0,0,0,0
2018-04-30,1090200362808,0,71,0,1,50000.0,3,56,1,1,0,0,0,2,0,0,0,214,0,0,0,0,1,2
2018-04-30,1090200367206,0,58,1,1,59000.0,14,54,1,1,0,0,0,1,2,0,0,658,0,0,0,0,1,2
2018-04-30,1090200370525,0,32,0,0,8000.0,16,23,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2
2018-04-30,1090200372382,0,52,0,0,22000.0,7,72,1,1,0,0,0,1,2,0,0,337,0,0,0,0,1,8
2018-04-30,1090200372846,0,42,0,0,25000.0,10,39,45,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2018-04-30,1090200373745,0,49,0,1,60000.0,8,79,138,1,0,0,0,1,2,0,0,387,0,0,0,0,0,0
2018-04-30,1090200376809,0,46,1,0,6000.0,7,57,15,1,0,0,0,1,1,0,0,28,0,0,0,0,1,5
2018-04-30,1090200377481,0,35,0,0,31000.0,4,57,67,1,0,0,0,1,4,0,0,64,0,0,0,0,1,2
2018-04-30,1090200377678,0,48,1,0,4000.0,16,77,21,1,0,0,0,1,2,0,0,54,0,0,0,0,1,2
2018-04-30,1090200379697,0,41,0,0,400000.0,31,31,138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-30,1090200381608,0,33,0,0,40000.0,4,9,16,1,0,0,0,1,3,0,0,482,0,0,0,0,0,0
2018-04-30,1090200382272,0,50,0,0,10000.0,4,58,122,1,0,0,0,1,0,0,0,43,0,0,0,0,0,0
2018-04-30,1090200382591,0,52,0,0,9500.0,9,29,1,1,0,0,0,1,2,0,0,124,0,0,0,0,1,8
2018-04-30,1090200384411,0,45,0,0,26000.0,1,13,13,1,0,0,0,1,1,0,0,423,0,0,0,0,0,0
2018-04-30,1090200385271,0,61,0,1,22000.0,6,6,45,1,0,0,0,1,0,0,0,421,0,0,0,0,0,0
2018-04-30,1090200386448,0,59,0,0,18000.0,14,34,13,1,0,0,0,1,2,0,0,125,0,0,0,0,1,9
2018-04-30,1090200390780,0,61,1,0,60000.0,30,30,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5
2018-04-30,1090200391484,0,37,1,0,60000.0,5,70,74,1,0,0,0,1,2,0,0,589,0,0,0,0,1,5
2018-04-30,1090200391531,0,49,0,0,8100.0,2,71,1,1,0,0,0,1,1,0,0,55,0,0,0,0,1,2
2018-04-30,1090200394882,0,40,0,0,31000.0,6,6,1,1,0,0,0,1,1,0,0,215,0,0,0,0,1,2
2018-04-30,1090200395366,0,48,0,0,23000.0,3,18,21,1,0,0,0,1,3,0,0,147,0,0,0,0,0,0
2018-04-30,1090200397423,0,69,1,1,20500.0,13,13,74,1,0,0,0,1,2,0,0,50,0,0,0,0,0,0
2018-04-30,1090200397741,0,46,0,0,54000.0,1,16,44,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2018-04-30,1090200397997,0,40,1,0,2000.0,5,13,74,1,0,0,0,2,4,0,0,265,0,0,0,0,1,5
2018-04-30,1090200398349,0,45,0,0,28000.0,8,29,21,1,0,0,0,1,1,0,0,231,0,0,0,0,0,0
2018-04-30,1090200399329,0,33,0,0,70000.0,23,50,15,1,0,0,0,1,3,0,0,337,0,0,0,0,1,5
2018-04-30,1090200400441,0,44,0,0,7000.0,12,43,1,1,0,0,0,1,2,0,0,10,0,0,0,0,1,2
2018-04-30,1090200401293,0,48,0,0,36500.0,7,23,24,1,0,0,0,1,2,0,0,171,0,0,0,0,0,0
2018-04-30,1090200403431,0,37,1,0,3000.0,9,9,1,1,0,0,0,1,3,0,0,17,0,0,0,0,1,8
2018-04-30,1090200404292,0,62,0,1,45000.0,2,65,67,1,0,0,0,1,1,0,0,423,0,0,0,0,1,3
2018-04-30,1090200404551,0,55,1,0,4000.0,10,10,6,1,0,0,0,1,1,0,0,13,0,0,0,0,0,0
2018-04-30,1090200404632,0,51,1,0,5000.0,2,22,21,1,0,0,0,2,2,0,0,84,0,0,0,0,0,0
2018-04-30,1090200404772,0,53,0,0,45000.0,15,65,1,1,0,0,0,1,2,0,0,275,0,0,0,0,1,8
2018-04-30,1090200405558,0,57,1,1,29400.0,7,32,45,1,0,0,0,1,2,0,0,318,0,0,0,0,0,0
2018-04-30,1090200406503,0,59,1,0,2000.0,6,15,67,1,0,0,0,2,2,0,0,171,0,0,0,0,0,0
2018-04-30,1090200407356,0,46,1,0,250000.0,17,44,138,1,0,0,0,1,0,0,0,202,0,0,0,0,0,0
2018-04-30,1090200411507,0,33,0,0,36300.0,20,20,15,1,0,0,0,1,1,0,0,136,0,0,0,0,1,5
2018-04-30,1090200411868,0,30,0,0,29500.0,6,13,45,1,0,0,0,1,1,0,0,114,0,0,0,0,0,0
2018-04-30,1090200413097,0,59,0,0,6000.0,3,37,122,1,0,0,0,1,1,0,0,117,0,0,0,0,1,3
2018-04-30,1090200413429,0,46,1,0,270000.0,25,59,138,1,0,0,0,1,4,0,0,545,0,0,0,0,0,0
2018-04-30,1090200414441,0,68,0,0,2000.0,39,41,67,1,0,0,0,1,3,0,0,299,0,0,0,0,0,0
2018-04-30,1090200420875,0,30,1,1,80000.0,8,25,15,1,0,0,0,2,0,0,0,924,0,0,0,0,1,5
2018-04-30,1090200422614,0,77,0,1,80000.0,24,58,67,1,0,0,0,1,0,0,0,374,0,0,0,0,0,0
2018-04-30,1090200423262,0,32,1,0,50000.0,7,7,1,1,0,0,0,1,2,0,0,123,0,0,0,0,1,8
2018-04-30,1090200425842,0,29,1,0,19000.0,3,3,9,1,0,0,0,1,2,0,0,225,0,0,0,0,0,0
2018-04-30,1090200426041,0,38,1,0,50000.0,4,11,1,1,0,0,0,1,1,0,0,312,0,0,0,0,1,3
2018-04-30,1090200426741,0,44,1,0,40000.0,5,17,67,1,0,0,0,1,3,0,0,496,0,0,0,0,0,0
2018-04-30,1090200427683,0,49,0,0,90000.0,18,55,1,1,0,0,0,1,1,0,0,685,0,0,0,0,1,2
2018-04-30,1090200428442,0,40,1,0,50000.0,19,55,1,1,0,0,0,1,1,0,0,173,0,0,0,0,1,8
2018-04-30,1090200432181,0,58,1,0,45000.0,5,29,138,1,0,0,0,1,2,0,0,249,0,0,0,0,0,0
2018-04-30,1090200432741,0,33,0,0,20000.0,5,14,74,1,0,0,0,2,2,0,0,662,0,0,0,0,0,0
2018-04-30,1090200435589,0,59,0,0,23500.0,0,53,1,1,0,0,0,1,2,0,0,253,0,0,0,0,0,0
2018-04-30,1090200437247,0,52,0,0,10000.0,10,52,13,1,0,0,0,1,3,0,0,29,0,0,0,0,1,9
2018-04-30,1090200437417,0,39,1,0,20000.0,2,12,13,1,0,0,0,1,2,0,0,201,0,0,0,0,0,0
2018-04-30,1090200437671,0,57,1,0,50000.0,0,46,122,1,0,0,0,3,0,0,0,1938,0,0,0,0,0,0
2018-04-30,1090200438065,0,49,0,0,30000.0,11,52,122,1,0,0,0,1,2,0,0,0,0,0,0,0,1,3
2018-04-30,1090200439410,0,41,0,0,5000.0,3,15,45,1,0,0,0,2,0,0,0,72,0,0,0,0,0,0
2018-04-30,1090200442542,0,45,0,0,15000.0,19,19,74,1,0,0,0,1,2,0,0,62,0,0,0,0,0,0
2018-04-30,1090200442631,0,50,1,0,4500.0,11,42,1,1,0,0,0,2,2,0,0,319,0,0,0,0,1,2
2018-04-30,1090200445461,0,36,0,0,47000.0,2,22,74,1,0,0,0,1,0,0,0,145,0,0,0,0,0,0
2018-04-30,1090200446394,0,40,0,0,60000.0,35,35,15,1,0,0,0,1,1,0,0,64,0,0,0,0,1,5
2018-04-30,1090200449849,0,41,0,0,39500.0,13,13,13,1,0,0,0,1,2,0,0,388,0,0,0,0,1,9
2018-04-30,1090200453871,0,41,1,0,50000.0,25,44,16,1,0,0,0,1,2,0,0,37,0,0,0,0,1,26
2018-04-30,1090200454249,0,60,0,1,198000.0,43,43,138,1,0,0,0,1,0,0,0,989,0,0,0,0,1,36
2018-04-30,1090200456411,0,42,0,0,7000.0,8,8,67,1,0,0,0,1,3,0,0,27,0,0,0,0,0,0
2018-04-30,1090200458325,0,52,1,0,10000.0,1,10,58,1,0,0,0,2,1,0,0,306,0,0,0,0,0,0
2018-04-30,1090200459402,0,52,1,0,20000.0,16,16,16,1,0,0,0,1,2,0,0,102,0,0,0,0,1,14
2018-04-30,1090200459488,0,48,1,0,30000.0,0,41,138,1,0,0,0,3,2,0,0,1104,0,0,0,0,0,0
2018-04-30,1090200461482,0,64,0,0,30000.0,24,24,15,1,0,0,0,1,2,0,0,186,0,0,0,0,1,5
2018-05-31,1090100002828,1,60,1,1,2500.0,4,4,23,1,1,1,1,1,3,0,1,42,1,1,0,0,1,4
2018-05-31,1090100016136,1,49,1,0,2500.0,5,5,247,0,1,1,0,1,2,0,1,52,0,1,0,1,1,3
2018-05-31,1090100061174,1,59,0,1,20000.0,0,6,23,0,1,1,1,2,2,0,0,147,1,1,1,1,0,0
2018-05-31,1090100123200,1,58,1,0,15000.0,3,32,49,0,1,0,1,1,3,0,0,331,1,0,0,1,0,0
2018-05-31,1090100153923,1,65,1,0,19500.0,5,5,80,0,1,1,1,1,2,0,0,282,1,0,0,1,1,2
2018-05-31,1090100228354,1,58,1,1,29500.0,6,6,23,0,1,1,1,1,3,0,0,429,1,1,0,0,1,5
2018-05-31,1090100238643,1,41,1,0,10000.0,0,41,247,0,1,1,0,2,1,0,0,380,0,1,1,1,0,0
2018-05-31,1090100244601,1,41,0,0,5000.0,0,88,23,0,1,1,1,2,4,1,1,196,1,1,1,0,0,0
2018-05-31,1090100270466,1,71,1,0,29500.0,6,74,23,0,1,1,1,1,0,0,0,476,1,1,0,0,1,4
2018-05-31,1090100270849,1,69,1,1,30000.0,1,83,9,0,1,1,1,1,0,0,0,327,1,1,0,0,0,0
2018-05-31,1090100286486,1,72,1,0,29000.0,6,37,95,0,1,0,1,1,0,0,0,231,1,1,0,0,0,0
2018-05-31,1090100300136,1,56,1,0,15010.0,0,90,49,0,1,0,1,1,2,0,0,228,1,0,0,0,0,0
2018-05-31,1090100370975,1,67,0,0,77000.0,31,73,63,0,1,1,1,1,0,0,0,834,1,1,0,0,1,17
2018-05-31,1090100414131,1,50,0,1,35000.0,6,6,49,0,1,0,1,1,0,0,0,31,1,0,0,0,1,2
2018-05-31,1090100518255,1,47,0,1,4000.0,6,6,247,0,0,1,0,1,5,0,0,14,0,1,0,0,1,3
2018-05-31,1090100520829,1,65,1,0,2000.0,8,55,37,0,1,1,1,1,3,1,1,13,0,1,0,0,1,2
2018-05-31,1090100534641,1,63,0,1,3000.0,0,0,82,0,0,1,1,1,3,0,0,17,1,1,0,0,0,0
2018-05-31,1090100546151,1,55,1,0,4000.0,0,8,80,0,1,1,1,2,3,0,0,85,1,0,1,1,0,0
2018-05-31,1090100549941,1,46,1,0,4000.0,0,6,80,0,1,1,0,2,2,1,2,236,0,1,2,2,0,0
2018-05-31,1090100625906,1,49,1,0,13000.0,5,5,65,0,1,1,1,1,1,1,1,49,1,1,0,1,1,2
2018-05-31,1090100655163,1,63,0,1,60000.0,0,34,49,0,1,0,1,1,1,0,0,702,1,0,0,0,0,0
2018-05-31,1090100662861,1,70,0,0,1500.0,2,43,37,0,1,1,1,2,0,0,1,453,1,1,1,1,0,0
2018-05-31,1090100663115,1,44,1,0,64000.0,6,6,23,0,1,1,1,1,2,0,0,731,1,1,0,0,0,0
2018-05-31,1090100667951,1,63,1,0,20100.0,1,1,49,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2018-05-31,1090100673277,1,54,0,0,2500.0,6,6,49,0,1,1,0,1,1,0,0,59,1,1,0,0,0,0
2018-05-31,1090100711772,1,60,1,0,47784.15,9,20,28,0,1,1,1,1,0,0,0,161,0,1,0,0,1,6
2018-05-31,1090100999270,0,47,0,1,34000.0,0,42,82,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0
2018-05-31,1090101009141,1,44,0,0,35000.0,0,95,31,0,1,0,0,1,3,0,0,167,1,1,0,0,0,0
2018-05-31,1090101019473,1,54,0,0,25100.0,0,51,16,0,1,1,1,1,1,0,0,50,1,1,0,0,0,0
2018-05-31,1090101027263,1,70,0,1,4000.0,0,0,49,0,1,0,0,1,3,1,1,61,1,1,1,1,0,0
2018-05-31,1090101095269,1,41,0,1,20000.0,7,7,28,0,1,1,1,1,2,1,1,284,0,1,0,0,0,0
2018-05-31,1090101215451,1,44,1,0,1500.0,1,6,49,0,1,0,1,2,2,1,2,501,1,0,1,2,1,2
2018-05-31,1090101234641,1,33,1,0,10100.0,0,0,80,0,1,1,1,1,3,0,0,222,1,0,0,0,0,0
2018-05-31,1090101247051,1,47,1,0,29000.0,6,6,247,0,1,1,0,1,1,0,0,367,0,1,0,0,0,0
2018-05-31,1090101355040,1,49,1,0,18000.0,1,18,37,0,1,1,1,2,0,0,1,132,1,1,2,2,0,0
2018-05-31,1090101392778,1,43,0,0,30000.0,0,0,82,0,1,1,1,1,2,0,0,223,1,1,1,1,0,0
2018-05-31,1090101419684,1,36,0,0,15000.0,0,0,49,0,1,0,0,1,2,0,1,16,1,1,1,0,0,0
2018-05-31,1090101443968,1,29,1,0,30000.0,1,1,23,0,1,1,1,1,2,0,0,721,1,1,1,1,0,0
2018-05-31,1090101487540,1,34,1,0,40000.0,2,6,37,0,1,1,1,2,0,0,1,559,1,1,1,1,0,0
2018-05-31,1090101523899,1,64,0,0,4000.0,5,5,28,0,1,1,1,1,3,0,1,35,0,1,0,1,0,0
2018-05-31,1090200019976,0,64,1,0,5000.0,0,0,3,0,1,1,0,1,3,0,0,64,0,0,0,0,0,0
2018-05-31,1090200027961,0,49,0,0,60000.0,0,101,35,0,1,1,1,1,3,1,2,191,1,1,0,0,0,0
2018-05-31,1090200115380,0,72,0,0,42000.0,0,0,45,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0
2018-05-31,1090200193020,0,64,1,1,6000.0,3,6,2,0,1,0,0,2,2,1,2,178,0,0,2,2,1,3
2018-05-31,1090200207331,0,45,1,0,5000.0,10,10,14,1,0,0,1,1,2,0,0,10,1,1,0,0,1,10
2018-05-31,1090200222585,0,44,0,0,15000.0,14,14,17,0,0,0,0,1,3,0,0,101,1,1,0,0,0,0
2018-05-31,1090200236837,0,49,1,1,35000.0,6,101,123,0,1,1,1,1,1,0,2,124,1,1,0,1,0,0
2018-05-31,1090200403067,0,61,1,1,9000.0,10,10,59,0,1,1,1,1,2,0,1,137,1,1,0,0,0,0
2018-05-31,1090200407798,0,45,1,0,15000.0,0,0,68,0,1,1,1,1,2,0,0,348,0,1,2,2,0,0
2018-05-31,1090200425354,0,49,1,0,2000.0,0,0,14,0,1,0,1,1,1,0,0,63,1,1,0,0,0,0
2018-05-31,1090200433446,0,52,0,0,32000.0,6,55,2,0,1,0,0,2,2,0,0,176,0,0,2,2,1,4
2018-05-31,1090200434906,0,39,1,0,18000.0,0,0,68,0,1,1,1,1,2,0,0,107,0,1,0,0,0,0
2018-05-31,1090200443417,0,48,1,0,3000.0,0,32,75,0,1,1,1,1,3,0,0,0,1,1,0,0,0,0
2018-05-31,1090200461598,0,39,0,0,90000.0,40,40,16,0,1,1,1,1,0,0,0,349,1,1,0,0,0,0
2018-05-31,1090200462357,0,52,1,0,2500.0,5,5,14,0,1,0,1,1,2,0,1,33,1,1,0,1,0,0
2018-05-31,1090200462926,0,31,0,0,15500.0,5,32,75,1,0,1,1,1,3,0,0,198,1,1,0,0,0,0
2018-05-31,1090200463175,0,62,0,0,30000.0,21,21,59,1,0,1,1,1,1,0,0,61,1,1,0,0,0,0
2018-05-31,1090200465500,0,54,0,1,160000.0,36,36,139,0,1,1,1,1,0,1,1,137,1,1,0,0,0,0
2018-05-31,1090200465844,0,63,0,1,200000.0,2,2,16,0,1,1,1,1,0,0,0,1822,1,1,0,0,0,0
2018-05-31,1090200466115,0,55,1,0,13000.0,0,10,17,0,1,0,0,1,3,0,0,298,1,1,1,1,0,0
2018-05-31,1090200466336,0,46,0,0,75000.0,10,38,75,0,1,1,1,1,0,0,0,898,1,1,0,0,0,0
2018-05-31,1090200467481,0,53,1,0,15000.0,13,13,2,0,1,1,1,1,3,0,0,237,0,0,0,0,1,9
2018-05-31,1090200470252,0,43,1,0,240000.0,1,36,139,0,1,1,1,2,1,0,0,378,1,1,2,2,0,0
