Fecha Cierre,Client_ID,Resident_Iquitos,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2019-02-28,1090101390341,1,29,0,0,45400.0,6,6,58,0,0,0,0,1,1,0,0,736,0,0,0,0,0,0
2019-02-28,1090101395904,1,37,0,0,10000.0,8,8,17,0,0,0,0,1,2,0,0,92,0,0,0,0,0,0
2019-02-28,1090101408402,1,37,0,0,7800.0,5,5,74,0,0,0,0,1,3,0,0,106,0,0,0,0,0,0
2019-02-28,1090101423916,1,31,0,0,19000.0,4,4,46,0,0,0,0,1,3,0,0,164,0,0,0,0,1,5
2019-02-28,1090101460773,1,36,1,1,29900.0,4,4,106,0,0,0,0,1,1,0,0,236,0,0,0,0,1,4
2019-02-28,1090101473131,1,44,1,0,29000.0,3,3,106,0,0,0,0,1,4,0,0,408,0,0,0,0,0,0
2019-02-28,1090101510941,1,34,0,0,16000.0,6,6,58,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2
2019-02-28,1090101531191,1,29,1,0,30000.0,1,1,11,0,0,0,0,1,0,0,0,154,0,0,0,0,0,0
2019-02-28,1090101558480,1,31,0,0,39000.0,0,14,17,0,0,0,0,1,2,0,0,145,0,0,0,0,0,0
2019-02-28,1090101589067,1,70,0,1,39500.0,4,4,46,0,0,0,0,1,0,0,0,249,0,0,0,0,1,2
2019-02-28,1090200016250,0,66,0,1,5000.0,2,2,34,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2019-02-28,1090200026549,0,73,0,1,20000.0,1,1,7,0,0,0,0,1,3,0,0,130,0,0,0,0,0,0
2019-02-28,1090200026841,0,51,0,1,73000.0,2,2,84,0,0,0,0,1,1,0,0,380,0,0,0,0,0,0
2019-02-28,1090200046205,0,59,1,1,20000.0,3,3,148,0,0,0,0,1,2,0,0,154,0,0,0,0,0,0
2019-02-28,1090200053601,0,61,0,1,90000.0,2,2,25,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2
2019-02-28,1090200058599,0,45,0,0,69000.0,2,2,2,0,0,0,0,1,4,0,0,32,0,0,0,0,1,3
2019-02-28,1090200063622,0,44,1,1,35000.0,4,4,-7,0,0,0,0,1,0,0,0,193,0,0,0,0,0,0
2019-02-28,1090200071552,0,47,1,0,178194.14,10,95,25,0,0,0,0,1,1,0,0,1219,0,0,0,0,1,2
2019-02-28,1090200087777,0,47,1,0,6000.0,0,0,13,0,0,0,0,1,1,0,0,70,0,0,0,0,0,0
2019-02-28,1090200091189,0,47,0,0,12000.0,9,9,7,0,0,0,0,1,1,0,0,129,0,0,0,0,1,9
2019-02-28,1090200097454,0,51,1,0,25100.0,6,6,7,0,0,0,0,1,3,0,0,124,0,0,0,0,0,0
2019-02-28,1090200098515,0,62,0,1,3000.0,6,6,77,0,0,0,0,1,3,0,0,10,0,0,0,0,0,0
2019-02-28,1090200126756,0,51,1,0,50000.0,2,2,11,0,0,0,0,1,3,0,0,286,0,0,0,0,0,0
2019-02-28,1090200131164,0,56,1,0,36000.0,0,0,1,0,0,0,0,1,2,0,0,191,0,0,0,0,0,0
2019-02-28,1090200150223,0,50,0,0,13000.0,7,38,84,0,0,0,0,1,3,0,0,113,0,0,0,0,0,0
2019-02-28,1090200154466,0,57,1,0,140000.0,2,2,25,0,0,0,0,1,0,0,0,1579,0,0,0,0,1,2
2019-02-28,1090200194549,0,69,1,1,35000.0,0,0,8,0,0,0,0,1,1,0,0,447,0,0,0,0,0,0
2019-02-28,1090200195651,0,55,0,0,3000.0,0,45,13,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0
2019-02-28,1090200229709,0,47,0,1,15000.0,2,2,31,0,0,0,0,1,1,0,0,395,0,0,0,0,0,0
2019-02-28,1090200241946,0,43,0,0,35000.0,2,2,84,0,0,0,0,1,0,0,0,437,0,0,0,0,0,0
2019-02-28,1090200243981,0,43,1,0,110000.0,5,42,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090200269387,0,40,1,0,7000.0,1,1,31,0,0,0,0,1,3,0,0,124,0,0,0,0,0,0
2019-02-28,1090200271837,0,72,0,0,230000.0,1,102,77,0,0,0,0,1,2,0,0,2468,0,0,0,0,0,0
2019-02-28,1090200292745,0,36,0,0,10000.0,2,2,11,0,0,0,0,1,2,0,0,155,0,0,0,0,0,0
2019-02-28,1090200303712,0,59,0,0,30000.0,3,3,77,0,0,0,0,1,0,0,0,2281,0,0,0,0,0,0
2019-02-28,1090200311057,0,60,0,1,5000.0,0,0,7,0,0,0,0,1,2,0,0,43,0,0,0,0,0,0
2019-02-28,1090200314871,0,47,0,0,42000.0,7,27,55,0,0,0,0,1,0,0,0,267,0,0,0,0,0,0
2019-02-28,1090200329533,0,70,0,0,70000.0,2,2,132,0,0,0,0,1,0,0,0,903,0,0,0,0,0,0
2019-02-28,1090200332691,0,50,0,0,45000.0,2,2,77,0,0,0,0,1,2,0,0,275,0,0,0,0,0,0
2019-02-28,1090200355208,0,39,0,0,35000.0,2,2,7,0,0,0,0,1,1,0,0,134,0,0,0,0,0,0
2019-02-28,1090200357332,0,59,0,0,15000.0,1,50,132,0,0,0,0,1,2,0,0,257,0,0,0,0,0,0
2019-02-28,1090200359190,0,38,0,0,3000.0,0,0,5,0,0,0,0,1,2,0,0,22,0,0,0,0,0,0
2019-02-28,1090200360601,0,39,1,0,50000.0,11,11,77,0,0,0,0,1,2,0,0,560,0,0,0,0,1,12
2019-02-28,1090200371912,0,56,1,0,49500.0,8,51,23,0,0,0,0,1,1,0,0,261,0,0,0,0,0,0
2019-02-28,1090200373583,0,55,0,0,12000.0,5,5,132,0,0,0,0,1,2,0,0,261,0,0,0,0,0,0
2019-02-28,1090200378038,0,73,0,1,26000.0,10,10,10,0,0,0,0,1,0,0,0,211,0,0,0,0,1,3
2019-02-28,1090200393169,0,49,1,0,25500.0,7,7,31,0,0,0,0,1,1,0,0,321,0,0,0,0,0,0
2019-02-28,1090200395315,0,47,1,1,150000.0,7,7,25,0,0,0,0,1,0,0,0,875,0,0,0,0,1,2
2019-02-28,1090200397831,0,58,0,1,7000.0,9,9,132,0,0,0,0,1,2,0,0,82,0,0,0,0,0,0
2019-02-28,1090200418803,0,63,1,0,50000.0,4,65,34,0,0,0,0,1,2,0,0,451,0,0,0,0,0,0
2019-02-28,1090200419591,0,56,1,1,15000.0,7,7,9,0,0,0,0,1,2,0,0,188,0,0,0,0,0,0
2019-02-28,1090200429741,0,50,1,0,30000.0,10,10,132,0,0,0,0,1,0,0,0,47,0,0,0,0,0,0
2019-02-28,1090200431176,0,55,0,1,2100.0,8,8,55,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0
2019-02-28,1090200431770,0,59,1,0,17000.0,15,15,77,0,0,0,0,1,2,0,0,96,0,0,0,0,0,0
2019-02-28,1090200432148,0,30,1,0,2000.0,2,2,5,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0
2019-02-28,1090200445550,0,52,0,0,15000.0,11,11,5,0,0,0,0,1,3,0,0,63,0,0,0,0,0,0
2019-02-28,1090200447382,0,72,1,0,20000.0,3,32,13,0,0,0,0,1,2,0,0,139,0,0,0,0,0,0
2019-02-28,1090200449733,0,47,0,0,27000.0,6,6,55,0,0,0,0,1,0,0,0,128,0,0,0,0,0,0
2019-02-28,1090200450111,0,38,0,0,20000.0,9,9,5,0,0,0,0,1,0,0,0,240,0,0,0,0,0,0
2019-02-28,1090200457230,0,63,1,1,5000.0,14,24,23,0,0,0,0,2,2,0,0,210,0,0,0,0,1,3
2019-02-28,1090200457973,0,27,1,0,5000.0,10,10,132,0,0,0,0,1,2,0,0,23,0,0,0,0,0,0
2019-02-28,1090200458058,0,57,1,0,4500.0,2,2,7,0,0,0,0,1,2,0,0,74,0,0,0,0,0,0
2019-02-28,1090200463281,0,26,0,0,14000.0,0,12,31,0,0,0,0,1,1,0,0,167,0,0,0,0,0,0
2019-02-28,1090200471828,0,51,0,1,40000.0,1,44,31,0,0,0,0,1,0,0,0,89,0,0,0,0,0,0
2019-02-28,1090200476455,0,46,0,0,69000.0,3,3,7,0,0,0,0,1,3,0,0,930,0,0,0,0,0,0
2019-02-28,1090200482714,0,44,0,0,35000.0,8,8,11,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0
2019-02-28,1090200483311,0,63,1,1,4500.0,10,10,11,0,0,0,0,1,3,0,0,34,0,0,0,0,0,0
2019-02-28,1090200488496,0,53,1,1,12000.0,18,18,132,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090200490270,0,53,0,0,35000.0,2,2,34,0,0,0,0,1,0,0,0,732,0,0,0,0,0,0
2019-02-28,1090200493881,0,44,1,0,25500.0,6,6,25,0,0,0,0,1,1,0,0,672,0,0,0,0,1,2
2019-02-28,1090200494585,0,63,0,0,20000.0,14,14,5,0,0,0,0,1,3,0,0,68,0,0,0,0,0,0
2019-02-28,1090200496928,0,38,0,0,2000.0,0,31,55,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0
2019-02-28,1090200499455,0,43,0,0,13000.0,1,1,55,0,0,0,0,1,2,0,0,240,0,0,0,0,0,0
2019-02-28,1090200504327,0,50,1,0,7000.0,5,5,11,0,0,0,0,1,2,0,0,123,0,0,0,0,0,0
2019-02-28,1090200509698,0,38,1,1,15000.0,7,7,-4,0,0,0,0,1,2,0,0,160,0,0,0,0,1,3
2019-02-28,1090200511170,0,34,0,0,20500.0,5,5,31,0,0,0,0,1,3,0,0,131,0,0,0,0,1,2
2019-02-28,1090200513075,0,36,0,0,25500.0,9,9,9,0,0,0,0,1,2,0,0,46,0,0,0,0,0,0
2019-02-28,1090200515124,0,30,1,0,50000.0,10,10,10,0,0,0,0,1,1,0,0,206,0,0,0,0,1,3
2019-02-28,1090200519669,0,35,0,0,10000.0,6,6,23,0,0,0,0,1,4,0,0,74,0,0,0,0,0,0
2019-02-28,1090200521418,0,43,0,0,30000.0,7,7,84,0,0,0,0,1,0,0,0,411,0,0,0,0,0,0
2019-02-28,1090200526193,1,38,0,0,10000.0,1,8,91,0,0,0,0,3,1,0,0,1133,0,0,0,0,0,0
2019-02-28,1090200532665,0,38,1,0,15000.0,3,13,9,0,0,0,0,1,4,0,0,371,0,0,0,0,0,0
2019-02-28,1090200537462,0,31,1,0,50000.0,0,10,11,0,0,0,0,1,2,0,0,212,0,0,0,0,0,0
2019-02-28,1090200543080,0,46,0,0,10000.0,3,3,23,0,0,0,0,1,2,0,0,116,0,0,0,0,0,0
2019-02-28,1090200544035,0,33,1,0,36000.0,6,6,7,0,0,0,0,1,4,0,0,265,0,0,0,0,0,0
2019-02-28,1090200544361,0,31,0,0,59500.0,6,6,31,0,0,0,0,1,3,0,0,192,0,0,0,0,1,5
2019-02-28,1090200544671,0,50,1,1,60000.0,6,6,7,0,0,0,0,1,0,0,0,373,0,0,0,0,0,0
2019-02-28,1090200544728,0,59,0,0,45000.0,6,6,10,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3
2019-02-28,1090200545716,0,29,1,0,7000.0,2,2,77,0,0,0,0,1,2,0,0,61,0,0,0,0,0,0
2019-02-28,1090200547662,0,39,0,0,90000.0,3,3,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-02-28,1090200548197,0,43,1,0,11000.0,3,3,7,0,0,0,0,1,1,0,0,85,0,0,0,0,0,0
2019-02-28,1090200549258,0,46,1,0,40000.0,2,2,7,0,0,0,0,1,2,0,0,476,0,0,0,0,0,0
2019-02-28,1090200549649,0,53,0,0,10000.0,1,1,7,0,0,0,0,1,3,0,0,137,0,0,0,0,0,0
2019-02-28,1090200550124,0,68,0,0,40000.0,2,2,31,0,0,0,0,1,2,0,0,103,0,0,0,0,0,0
2019-02-28,1090200550213,0,53,1,0,3000.0,2,2,5,0,0,0,0,1,1,0,0,31,0,0,0,0,0,0
2019-02-28,1090200550264,0,65,1,1,33000.0,2,2,23,0,0,0,0,1,2,0,0,130,0,0,0,0,0,0
2019-02-28,1090200550531,0,58,0,0,22000.0,2,2,31,0,0,0,0,1,0,0,0,379,0,0,0,0,0,0
2019-02-28,1090200551741,0,33,0,0,25500.0,1,1,23,0,0,0,0,1,0,0,0,62,0,0,0,0,0,0
2019-02-28,1090200552291,0,44,1,0,10000.0,0,0,31,0,0,0,0,1,1,0,0,139,0,0,0,0,0,0
2019-02-28,1090300002160,0,69,1,1,6000.0,3,25,-3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-02-28,1090300009555,0,67,0,0,10000.0,5,5,23,0,0,0,0,1,1,0,0,1619,0,0,0,0,0,0
2019-02-28,1090300015148,0,50,1,1,87000.0,2,2,4,0,0,0,0,1,1,0,0,336,0,0,0,0,0,0
2019-02-28,1090300021491,1,39,1,0,7000.0,9,9,91,0,0,0,0,1,4,0,0,120,0,0,0,0,0,0
2019-02-28,1090300022357,0,54,0,0,50000.0,9,63,6,0,0,0,0,1,2,0,0,699,0,0,0,0,0,0
2019-02-28,1090300023841,0,59,0,0,12000.0,6,6,22,0,0,0,0,1,2,0,0,116,0,0,0,0,0,0
2019-02-28,1090300040291,0,52,1,0,30000.0,4,4,20,0,0,0,0,1,2,0,0,661,0,0,0,0,0,0
2019-02-28,1090300089761,0,58,1,0,30000.0,6,6,20,0,0,0,0,1,0,0,0,122,0,0,0,0,0,0
2019-02-28,1090300145033,0,53,0,0,25300.0,4,11,22,0,0,0,0,1,2,0,0,325,0,0,0,0,0,0
2019-02-28,1090300162728,0,63,1,0,4500.0,2,8,20,0,0,0,0,2,3,0,0,251,0,0,0,0,0,0
2019-02-28,1090300165573,0,45,1,0,45000.0,1,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
2019-02-28,1090300166677,0,51,1,0,20000.0,0,0,6,0,0,0,0,1,2,0,0,278,0,0,0,0,0,0
2019-02-28,1090300168076,0,67,0,0,23000.0,1,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-02-28,1090300175994,0,59,0,0,18000.0,3,46,46,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0
2019-02-28,1090300178225,0,55,1,1,12000.0,8,15,68,0,0,0,0,2,0,0,0,420,0,0,0,0,0,0
2019-02-28,1090300189847,0,43,0,0,55000.0,3,97,26,0,0,0,0,1,3,0,0,758,0,0,0,0,0,0
2019-02-28,1090300214523,0,66,0,0,30000.0,1,1,13,0,0,0,0,1,0,0,0,450,0,0,0,0,0,0
2019-02-28,1090300242071,0,48,0,0,29500.0,6,26,91,0,0,0,0,1,1,0,0,856,0,0,0,0,0,0
2019-02-28,1090300243302,0,60,1,0,22000.0,2,2,148,0,0,0,0,1,4,0,0,67,0,0,0,0,0,0
2019-02-28,1090300251496,1,41,0,0,15000.0,8,8,37,0,0,0,0,1,2,0,0,131,0,0,0,0,0,0
2019-02-28,1090300251615,0,53,0,0,13000.0,2,115,12,0,0,0,0,1,3,0,0,78,0,0,0,0,0,0
2019-02-28,1090300274917,0,48,0,0,35000.0,6,71,6,0,0,0,0,1,1,0,0,366,0,0,0,0,0,0
2019-02-28,1090300276898,0,51,1,1,50000.0,3,49,23,0,0,0,0,1,0,0,0,174,0,0,0,0,0,0
2019-02-28,1090300293636,0,42,0,0,30000.0,1,1,6,0,0,0,0,1,2,0,0,593,0,0,0,0,0,0
2019-02-28,1090300294764,0,61,1,0,15000.0,10,77,55,0,0,0,0,1,2,0,0,100,0,0,0,0,1,9
2019-02-28,1090300308161,0,35,0,0,21000.0,1,1,23,0,0,0,0,1,2,0,0,353,0,0,0,0,0,0
2019-02-28,1090300329924,0,42,0,0,5000.0,1,1,23,0,0,0,0,1,1,0,0,154,0,0,0,0,0,0
2019-02-28,1090300333310,0,53,1,0,20000.0,11,28,9,0,0,0,0,1,2,0,0,128,0,0,0,0,1,2
2019-02-28,1090300334511,0,51,1,0,3000.0,2,2,55,0,0,0,0,1,2,0,0,39,0,0,0,0,1,2
2019-02-28,1090300338214,0,54,0,0,35000.0,5,39,22,0,0,0,0,1,3,0,0,158,0,0,0,0,0,0
2019-02-28,1090300361739,0,47,0,0,35000.0,8,62,59,0,0,0,0,1,1,0,0,200,0,0,0,0,0,0
2019-02-28,1090300373010,0,46,0,0,15000.0,13,46,46,0,0,0,0,1,1,0,0,130,0,0,0,0,0,0
2019-02-28,1090300399647,0,39,0,0,60000.0,11,69,12,0,0,0,0,1,2,0,0,15644,0,0,0,0,0,0
2019-02-28,1090300415201,0,56,1,0,18000.0,0,8,12,0,0,0,0,1,1,0,0,141,0,0,0,0,0,0
2019-02-28,1090300432440,0,62,0,0,70000.0,11,19,12,0,0,0,0,1,0,0,0,426,0,0,0,0,0,0
2019-02-28,1090300433217,0,38,0,0,69000.0,1,1,5,0,0,0,0,1,0,0,0,938,0,0,0,0,0,0
2019-02-28,1090300450383,0,47,1,0,50000.0,0,29,5,0,0,0,0,1,3,0,0,79,0,0,0,0,0,0
2019-02-28,1090300452785,0,51,0,0,154000.0,29,73,26,0,0,0,0,1,1,0,0,1280,0,0,0,0,1,28
2019-02-28,1090300467910,0,59,0,1,85000.0,3,54,6,0,0,0,0,1,2,0,0,198,0,0,0,0,0,0
2019-02-28,1090300480185,0,61,0,0,50000.0,0,0,26,0,0,0,0,1,2,0,0,186,0,0,0,0,0,0
2019-02-28,1090300480576,0,39,0,0,60000.0,2,30,9,0,0,0,0,1,3,0,0,547,0,0,0,0,1,2
2019-02-28,1090300483958,0,36,0,0,60000.0,0,61,26,0,0,0,0,1,4,0,0,32,0,0,0,0,0,0
2019-02-28,1090300494704,0,56,1,0,18000.0,2,55,20,0,0,0,0,1,3,0,0,243,0,0,0,0,0,0
2019-02-28,1090300496201,0,34,1,0,35000.0,17,17,23,0,0,0,0,1,1,0,0,369,0,0,0,0,1,10
2019-02-28,1090300501352,0,58,0,0,3000.0,1,52,5,0,0,0,0,1,1,0,0,32,0,0,0,0,0,0
2019-02-28,1090300502677,0,55,0,0,15000.0,7,18,20,0,0,0,0,1,3,0,0,26,0,0,0,0,0,0
2019-02-28,1090300504882,0,30,1,0,3400.0,3,3,12,0,0,0,0,1,2,0,0,18,0,0,0,0,0,0
2019-02-28,1090300505455,0,39,0,0,21000.0,4,49,46,0,0,0,0,1,1,0,0,370,0,0,0,0,0,0
2019-02-28,1090300508870,0,40,1,0,15000.0,0,0,23,0,0,0,0,1,1,0,0,161,0,0,0,0,0,0
2019-02-28,1090300509621,0,45,0,0,99000.0,25,47,9,0,0,0,0,1,0,0,0,429,0,0,0,0,1,2
2019-02-28,1090300516571,0,46,0,0,25500.0,6,19,20,0,0,0,0,1,2,0,0,276,0,0,0,0,0,0
2019-02-28,1090300519600,0,51,0,0,15500.0,8,8,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090300520586,0,62,0,0,71000.0,7,41,6,0,0,0,0,1,3,0,0,10934,0,0,0,0,0,0
2019-02-28,1090300521035,0,30,0,0,26000.0,8,8,46,0,0,0,0,1,1,0,0,47,0,0,0,0,0,0
2019-02-28,1090300521884,0,69,1,1,10000.0,2,16,6,0,0,0,0,1,2,0,0,31,0,0,0,0,0,0
2019-02-28,1090300523267,0,45,1,0,37000.0,2,39,46,0,0,0,0,2,1,0,0,685,0,0,0,0,0,0
2019-02-28,1090300523950,0,36,1,0,44000.0,0,24,20,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0
2019-02-28,1090300524131,0,59,1,0,100000.0,6,6,68,0,0,0,0,1,1,0,0,597,0,0,0,0,0,0
2019-02-28,1090300524964,0,27,1,0,10000.0,11,21,22,0,0,0,0,1,3,0,0,14,0,0,0,0,0,0
2019-02-28,1090300525618,0,41,0,0,5000.0,3,3,68,0,0,0,0,1,2,0,0,33,0,0,0,0,0,0
2019-02-28,1090300525961,0,45,0,0,10000.0,8,8,6,0,0,0,0,1,1,0,0,82,0,0,0,0,1,9
2019-02-28,1090300526185,0,74,0,1,20000.0,6,6,46,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0
2019-02-28,1090300527521,0,34,0,0,10000.0,11,20,6,0,0,0,0,1,2,0,0,4508,0,0,0,0,1,10
2019-02-28,1090300533939,0,51,0,0,10000.0,4,34,12,0,0,0,0,1,1,0,0,1444,0,0,0,0,0,0
2019-02-28,1090300538850,0,73,0,0,60000.0,12,12,20,0,0,0,0,1,0,0,0,572,0,0,0,0,0,0
2019-02-28,1090300541061,1,63,0,1,4000.0,0,0,91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-02-28,1090300541915,0,41,0,0,7000.0,3,29,22,0,0,0,0,2,2,0,0,234,0,0,0,0,0,0
2019-02-28,1090300546143,0,50,0,0,1500.0,2,26,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090300548146,0,52,1,0,25000.0,4,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-02-28,1090300551252,0,57,0,0,7000.0,5,23,-3,0,0,0,0,1,2,0,0,283,0,0,0,0,0,0
2019-02-28,1090300551864,0,35,1,0,12000.0,5,16,6,0,0,0,0,2,3,0,0,214,0,0,0,0,0,0
2019-02-28,1090300553409,0,38,1,0,5000.0,3,21,22,0,0,0,0,2,2,0,0,212,0,0,0,0,0,0
2019-02-28,1090300554243,0,63,1,1,29000.0,1,21,20,0,0,0,0,1,2,0,0,504,0,0,0,0,0,0
2019-02-28,1090300554537,0,66,0,0,20000.0,8,8,23,0,0,0,0,1,3,0,0,0,0,0,0,0,1,5
2019-02-28,1090300558362,0,40,1,0,5500.0,0,13,46,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0
2019-02-28,1090300558672,0,36,1,0,50000.0,17,17,22,0,0,0,0,1,1,0,0,109,0,0,0,0,0,0
2019-02-28,1090300559717,0,69,1,0,25000.0,16,16,68,0,0,0,0,1,2,0,0,125,0,0,0,0,0,0
2019-02-28,1090300560561,0,40,0,0,10000.0,1,1,23,0,0,0,0,1,2,0,0,114,0,0,0,0,0,0
2019-02-28,1090300560995,0,46,1,0,9000.0,0,15,46,0,0,0,0,1,3,0,0,83,0,0,0,0,0,0
2019-02-28,1090300566292,0,46,1,0,5000.0,11,11,55,0,0,0,0,1,2,0,0,7,0,0,0,0,1,2
2019-02-28,1090300570001,0,56,0,1,5000.0,5,9,55,0,0,0,0,2,2,0,0,59,0,0,0,0,0,0
2019-02-28,1090300570290,0,56,1,1,170000.0,8,8,22,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2019-02-28,1090300572608,0,60,0,0,40000.0,7,7,68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
2019-02-28,1090300573973,0,51,0,0,15000.0,6,6,12,0,0,0,0,1,2,0,0,3620,0,0,0,0,0,0
2019-02-28,1090300578118,0,57,1,0,20000.0,4,4,6,0,0,0,0,1,3,0,0,261,0,0,0,0,0,0
2019-02-28,1090300578690,0,31,1,0,20000.0,4,4,12,0,0,0,0,1,2,0,0,53,0,0,0,0,0,0
2019-02-28,1090300580031,0,40,1,0,15000.0,3,3,55,0,0,0,0,1,2,0,0,77,0,0,0,0,1,2
2019-02-28,1090300580406,0,46,0,0,7000.0,3,3,5,0,0,0,0,1,1,0,0,140,0,0,0,0,0,0
2019-02-28,1090300580546,0,33,1,0,45000.0,3,3,46,0,0,0,0,1,2,0,0,77,0,0,0,0,0,0
2019-02-28,1090300582361,0,35,0,0,8000.0,1,1,22,0,0,0,0,1,3,0,0,121,0,0,0,0,0,0
2019-02-28,1090300582891,0,34,0,1,25000.0,1,1,22,0,0,0,0,1,1,0,0,259,0,0,0,0,0,0
2019-02-28,1090400001171,1,59,0,0,20000.0,1,41,72,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0
2019-02-28,1090400003913,0,37,1,0,6500.0,1,26,77,0,0,0,0,2,2,0,0,274,0,0,0,0,0,0
2019-02-28,1090400003930,1,67,0,1,13000.0,10,24,91,0,0,0,0,1,3,0,0,212,0,0,0,0,0,0
2019-02-28,1090400004766,1,45,1,0,57000.0,0,66,49,0,0,0,0,1,1,0,0,302,0,0,0,0,0,0
2019-02-28,1090400004910,1,56,1,1,2000.0,1,39,4,0,0,0,0,2,3,0,0,220,0,0,0,0,0,0
2019-02-28,1090400005118,1,37,1,0,59000.0,7,7,48,0,0,0,0,1,1,0,0,297,0,0,0,0,0,0
2019-02-28,1090400006173,1,51,1,1,5000.0,1,1,32,0,0,0,0,1,2,0,0,177,0,0,0,0,0,0
2019-02-28,1090400008966,1,54,0,0,50000.0,10,13,32,0,0,0,0,2,3,0,0,1393,0,0,0,0,0,0
2019-02-28,1090400010898,1,37,1,0,5000.0,0,7,104,0,0,0,0,2,2,0,0,299,0,0,0,0,0,0
2019-02-28,1090400010901,1,50,1,0,80000.0,8,17,46,0,0,0,0,1,2,0,0,391,0,0,0,0,0,0
2019-02-28,1090400011363,1,65,1,0,16000.0,11,28,104,0,0,0,0,1,2,0,0,304,0,0,0,0,0,0
2019-02-28,1090400018384,1,45,0,0,5000.0,1,26,58,0,0,0,0,1,1,0,0,123,0,0,0,0,1,2
2019-02-28,1090400021776,1,64,0,1,39500.0,14,14,37,0,0,0,0,1,1,0,0,472,0,0,0,0,0,0
2019-02-28,1090400021792,1,45,0,0,95000.0,8,49,91,0,0,0,0,1,1,0,0,624,0,0,0,0,1,6
2019-02-28,1090400023345,1,62,0,1,60000.0,54,54,32,0,0,0,0,1,1,0,0,133,0,0,0,0,0,0
2019-02-28,1090400023469,1,59,1,0,29500.0,9,54,46,0,0,0,0,1,1,0,0,0,0,0,0,0,1,9
2019-02-28,1090400025232,1,71,0,0,4000.0,13,94,72,0,0,0,0,1,3,0,0,68,0,0,0,0,1,3
2019-02-28,1090400025542,1,51,0,0,24700.0,3,13,91,0,0,0,0,2,1,0,0,456,0,0,0,0,0,0
2019-02-28,1090400026701,1,53,1,0,12000.0,9,9,106,0,0,0,0,1,4,0,0,222,0,0,0,0,1,6
2019-02-28,1090400030881,1,54,0,0,3000.0,0,45,37,0,0,0,0,2,2,0,0,261,0,0,0,0,0,0
2019-02-28,1090400035041,1,48,1,1,10000.0,2,52,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-02-28,1090400036382,1,44,1,0,80000.0,2,2,32,0,0,0,0,1,0,0,0,864,0,0,0,0,0,0
2019-02-28,1090400038172,1,43,1,0,60000.0,4,4,106,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090400038563,1,49,0,1,24900.0,4,25,104,0,0,0,0,1,1,0,0,522,0,0,0,0,0,0
2019-02-28,1090400039403,1,38,1,0,80000.0,3,94,91,0,0,0,0,1,1,0,0,249,0,0,0,0,0,0
2019-02-28,1090400040088,1,48,1,0,10000.0,2,86,32,0,0,0,0,2,2,0,0,1183,0,0,0,0,0,0
2019-02-28,1090400043290,0,38,0,0,7500.0,13,24,32,0,0,0,0,1,0,0,0,82,0,0,0,0,0,0
2019-02-28,1090400043559,0,64,1,1,19500.0,1,101,32,0,0,0,0,1,1,0,0,351,0,0,0,0,0,0
2019-02-28,1090400043613,0,56,0,0,30000.0,12,51,32,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0
2019-02-28,1090400043842,1,44,0,0,85000.0,3,102,74,0,0,0,0,1,2,0,0,1156,0,0,0,0,0,0
